Frequency (Hz)	Level (dB)
6093.750000	-65.834656
6099.609375	-66.383766
6105.468750	-69.857323
6111.328125	-72.096909
6117.187500	-72.243996
6123.046875	-72.893951
6128.906250	-68.981224
6134.765625	-63.298962
6140.625000	-61.880909
6146.484375	-66.272995
6152.343750	-64.382988
6158.203125	-60.980213
6164.062500	-62.414318
6169.921875	-67.065277
6175.781250	-70.423904
6181.640625	-71.275490
6187.500000	-72.178268
6193.359375	-72.568459
6199.218750	-71.943825
6205.078125	-66.459412
6210.937500	-57.814854
6216.796875	-55.006401
6222.656250	-54.299461
6228.515625	-58.872238
6234.375000	-70.902222
6240.234375	-71.056450
6246.093750	-69.527000
6251.953125	-65.412376
6257.812500	-59.985294
6263.671875	-54.627201
6269.531250	-51.812057
6275.390625	-49.628841
6281.250000	-47.990669
6287.109375	-54.180912
6292.968750	-66.398087
6298.828125	-68.530334
6304.687500	-66.303169
6310.546875	-66.181320
6316.406250	-69.076233
6322.265625	-70.927147
6328.125000	-71.922523
6333.984375	-70.549629
6339.843750	-70.586853
6345.703125	-72.189133
6351.562500	-72.297897
6357.421875	-71.163048
6363.281250	-66.708542
6369.140625	-65.731895
6375.000000	-69.309906
6380.859375	-72.184845
6386.718750	-72.400970
6392.578125	-73.339104
6398.437500	-69.129189
6404.296875	-68.454330
6410.156250	-72.275322
6416.015625	-72.870865
6421.875000	-72.227844
6427.734375	-72.055885
6433.593750	-72.903503
6439.453125	-73.082069
6445.312500	-72.304276
6451.171875	-70.031487
6457.031250	-69.466919
6462.890625	-69.465546
6468.750000	-69.931084
6474.609375	-72.610443
6480.468750	-73.251274
6486.328125	-73.140701
6492.187500	-73.158913
6498.046875	-73.185997
6503.906250	-73.305412
6509.765625	-72.980759
6515.625000	-72.637039
6521.484375	-71.084938
6527.343750	-68.653519
6533.203125	-67.213898
6539.062500	-70.383888
6544.921875	-72.955917
6550.781250	-72.416168
6556.640625	-72.215950
6562.500000	-72.209129
6568.359375	-71.706795
6574.218750	-69.118912
6580.078125	-61.676109
6585.937500	-57.761086
6591.796875	-56.415802
6597.656250	-58.514935
6603.515625	-67.694847
6609.375000	-71.658737
6615.234375	-72.094513
6621.093750	-70.168800
6626.953125	-67.645966
6632.812500	-69.303452
6638.671875	-71.223663
6644.531250	-65.176941
6650.390625	-58.948105
6656.250000	-55.427101
6662.109375	-56.461918
6667.968750	-64.849838
6673.828125	-66.231606
6679.687500	-62.766926
6685.546875	-59.725677
6691.406250	-62.989197
6697.265625	-69.116776
6703.125000	-69.500313
6708.984375	-68.143288
6714.843750	-67.598656
6720.703125	-69.692085
6726.562500	-68.663910
6732.421875	-69.471329
6738.281250	-70.704704
6744.140625	-69.671387
6750.000000	-70.203484
6755.859375	-70.371948
6761.718750	-71.053337
6767.578125	-70.569885
6773.437500	-69.347580
