Frequency (Hz)	Level (dB)
5214.843750	-61.533653
5220.703125	-61.031261
5226.562500	-60.935181
5232.421875	-58.094944
5238.281250	-57.294533
5244.140625	-61.034042
5250.000000	-60.686687
5255.859375	-58.496124
5261.718750	-58.429192
5267.578125	-60.339897
5273.437500	-58.362423
5279.296875	-56.918289
5285.156250	-57.985935
5291.015625	-58.882778
5296.875000	-60.196426
5302.734375	-59.788723
5308.593750	-59.449070
5314.453125	-57.797150
5320.312500	-59.913563
5326.171875	-61.053833
5332.031250	-60.715626
5337.890625	-63.301010
5343.750000	-62.664879
5349.609375	-61.916359
5355.468750	-61.393032
5361.328125	-60.888126
5367.187500	-60.451756
5373.046875	-57.721638
5378.906250	-56.661999
5384.765625	-55.482487
5390.625000	-57.090107
5396.484375	-57.621704
5402.343750	-57.217728
5408.203125	-58.550011
5414.062500	-59.836731
5419.921875	-59.883564
5425.781250	-60.588600
5431.640625	-62.426579
5437.500000	-62.131912
5443.359375	-63.279934
5449.218750	-62.602875
5455.078125	-60.897465
5460.937500	-58.123817
5466.796875	-59.895046
5472.656250	-61.501358
5478.515625	-61.701996
5484.375000	-60.044823
5490.234375	-59.483891
5496.093750	-61.177322
5501.953125	-61.585201
5507.812500	-60.710056
5513.671875	-60.880985
5519.531250	-60.967785
5525.390625	-58.736130
5531.250000	-59.382179
5537.109375	-60.298363
5542.968750	-60.038643
5548.828125	-58.768105
5554.687500	-59.175259
5560.546875	-59.318367
5566.406250	-57.376045
5572.265625	-59.004272
5578.125000	-60.229359
5583.984375	-60.429623
5589.843750	-59.862690
5595.703125	-60.307972
5601.562500	-60.596672
5607.421875	-59.224445
5613.281250	-60.824039
5619.140625	-61.350426
5625.000000	-60.637558
5630.859375	-60.266991
5636.718750	-62.037712
5642.578125	-61.356949
5648.437500	-59.932678
5654.296875	-60.069576
5660.156250	-59.283043
5666.015625	-59.251179
5671.875000	-59.600494
5677.734375	-57.383148
5683.593750	-56.042896
5689.453125	-58.153439
5695.312500	-60.332573
5701.171875	-59.086327
5707.031250	-57.089470
5712.890625	-58.021774
5718.750000	-61.599106
5724.609375	-60.588345
5730.468750	-59.725609
5736.328125	-61.847885
5742.187500	-61.839603
5748.046875	-62.186440
5753.906250	-61.803673
5759.765625	-61.681541
5765.625000	-59.931824
5771.484375	-58.075459
5777.343750	-58.824997
5783.203125	-60.034168
5789.062500	-59.175045
5794.921875	-59.403046
5800.781250	-59.714954
5806.640625	-58.091095
5812.500000	-57.082802
5818.359375	-58.018745
5824.218750	-58.889553
5830.078125	-60.299988
5835.937500	-60.574982
5841.796875	-60.415462
5847.656250	-60.979614
5853.515625	-58.195267
5859.375000	-57.874077
5865.234375	-57.881943
5871.093750	-56.950279
5876.953125	-58.775570
5882.812500	-60.307999
5888.671875	-58.678566
5894.531250	-57.949360
5900.390625	-59.648911
5906.250000	-61.790966
5912.109375	-61.685963
5917.968750	-61.042526
5923.828125	-60.773251
5929.687500	-61.852615
5935.546875	-61.843285
5941.406250	-61.535324
5947.265625	-61.140240
5953.125000	-61.410580
5958.984375	-61.107342
5964.843750	-60.674641
5970.703125	-60.594109
5976.562500	-58.964207
5982.421875	-59.410900
5988.281250	-59.915009
5994.140625	-59.841866
6000.000000	-59.247829
6005.859375	-60.831173
6011.718750	-60.915264
6017.578125	-60.554466
6023.437500	-61.602699
6029.296875	-61.279335
6035.156250	-60.416401
6041.015625	-57.121037
6046.875000	-54.000530
6052.734375	-56.218758
6058.593750	-58.157520
6064.453125	-59.923512
6070.312500	-60.518047
6076.171875	-60.174362
6082.031250	-59.663654
6087.890625	-60.278145
6093.750000	-61.472862
6099.609375	-60.357941
6105.468750	-58.826046
6111.328125	-58.575916
6117.187500	-60.388268
6123.046875	-61.358044
6128.906250	-60.923573
6134.765625	-61.917484
6140.625000	-63.445595
6146.484375	-62.939575
6152.343750	-61.695370
6158.203125	-60.807274
6164.062500	-60.197601
6169.921875	-59.170567
6175.781250	-59.006199
6181.640625	-59.083363
6187.500000	-57.718872
6193.359375	-59.893013
6199.218750	-61.199120
6205.078125	-60.492661
6210.937500	-61.305595
6216.796875	-62.825211
6222.656250	-61.856602
6228.515625	-60.883102
6234.375000	-61.291920
6240.234375	-60.074089
6246.093750	-60.453571
6251.953125	-60.310009
6257.812500	-58.917717
6263.671875	-58.938400
6269.531250	-59.919357
6275.390625	-60.804562
6281.250000	-61.419479
6287.109375	-62.540524
6292.968750	-60.899410
6298.828125	-60.371960
6304.687500	-58.501583
6310.546875	-57.609539
6316.406250	-59.502663
6322.265625	-62.455273
6328.125000	-62.214859
6333.984375	-63.105858
6339.843750	-60.131516
6345.703125	-58.896011
6351.562500	-58.249828
6357.421875	-58.601639
6363.281250	-57.518940
6369.140625	-55.682270
6375.000000	-55.981194
6380.859375	-58.012348
6386.718750	-57.495399
6392.578125	-58.556732
6398.437500	-58.188824
6404.296875	-59.700878
6410.156250	-60.243111
6416.015625	-61.226677
6421.875000	-61.908951
6427.734375	-60.463715
6433.593750	-60.514347
6439.453125	-60.811821
6445.312500	-59.919949
6451.171875	-58.774998
6457.031250	-57.739159
6462.890625	-59.874397
6468.750000	-59.836708
6474.609375	-59.261242
6480.468750	-59.205040
6486.328125	-60.806171
6492.187500	-61.386818
6498.046875	-61.354290
6503.906250	-61.622631
6509.765625	-61.734631
6515.625000	-62.957153
6521.484375	-62.760086
6527.343750	-62.626289
6533.203125	-61.409622
6539.062500	-60.546074
6544.921875	-61.670242
6550.781250	-62.037926
6556.640625	-61.986732
6562.500000	-62.140228
6568.359375	-61.720306
6574.218750	-62.225750
6580.078125	-63.707844
6585.937500	-63.016747
6591.796875	-61.652790
6597.656250	-60.927578
6603.515625	-61.970882
6609.375000	-62.083107
6615.234375	-61.515804
6621.093750	-63.116970
6626.953125	-61.972065
6632.812500	-60.449303
6638.671875	-61.175797
6644.531250	-63.558437
6650.390625	-62.775421
6656.250000	-61.486202
6662.109375	-61.554451
6667.968750	-61.692810
6673.828125	-62.440907
6679.687500	-63.842533
6685.546875	-63.835304
6691.406250	-63.983181
6697.265625	-62.743481
6703.125000	-62.584080
6708.984375	-60.500019
6714.843750	-58.738651
6720.703125	-60.340496
6726.562500	-63.377560
6732.421875	-62.479118
6738.281250	-61.742493
6744.140625	-61.159878
6750.000000	-60.820892
6755.859375	-61.807632
6761.718750	-63.289665
6767.578125	-63.686481
6773.437500	-64.025383
6779.296875	-63.107407
6785.156250	-61.761738
6791.015625	-60.719044
6796.875000	-60.173161
6802.734375	-61.387581
6808.593750	-63.361080
6814.453125	-64.549019
6820.312500	-65.156502
6826.171875	-63.900043
6832.031250	-63.375103
6837.890625	-59.603962
6843.750000	-57.485107
6849.609375	-57.855480
6855.468750	-60.084835
6861.328125	-61.932861
6867.187500	-63.633560
